filename,status,bars,slow_ratio,center_ratio,fast_ratio,achievement,precision,balance,overall_score,rank,play_tendency,ranking_position,ranking_percentile,ranking_top_percent,ranking_title,error
23_影片みか_グラフ_FORBIDDEN RAIN.png,OK,3,0.120000,0.790000,0.090000,100.790,79.000,85.714,80.343,SS,All Round Player,343,19.06614785992218,19.06614785992218,シルバーランカー,
23_影片みか_グラフ_It's k(not) lov.PNG,OK,3,0.151163,0.767442,0.081395,100.767,76.744,70.000,75.395,AAA+,Slow Type,777,43.190661478599225,43.190661478599225,パープルランカー,
23_影片みか_グラフ_Joyful×box.PNG,OK,3,0.029070,0.773256,0.197674,100.773,77.326,25.641,66.989,A+,Fast Type,1414,78.59922178988327,78.59922178988327,グリーンランカー,
23_影片みか_グラフ_Rainbow Stairway.png,OK,3,0.040000,0.795000,0.165000,100.795,79.500,39.024,71.405,AA+,Fast Type,1117,62.09005002779322,62.09005002779322,オレンジランカー,
23_影片みか_グラフ_Stranger's Sun.PNG,OK,3,0.165829,0.763819,0.070352,100.764,76.382,59.574,73.020,AAA,Slow Type,983,54.641467481934406,54.641467481934406,レッドランカー,
23_影片みか_グラフ_Unbalanced Triangle.PNG,OK,3,0.085000,0.800000,0.115000,100.800,80.000,85.000,81.000,SS,Amazing Specialist,291,16.175653140633685,16.175653140633685,シルバーランカー,
23_影片みか_グラフ_それは残像の消失店.png,OK,3,0.030000,0.680000,0.290000,100.680,68.000,18.750,58.150,B,Fast Type,1711,95.10839355197331,95.10839355197331,ホワイトランカー,
23_影片みか_グラフ_ゴーゴー・キッチン.PNG,OK,3,0.092486,0.849711,0.057803,100.850,84.971,76.923,83.361,SS+,Amazing Specialist,146,8.11561978877154,8.11561978877154,ゴールドランカー,
23_影片みか_グラフ_スキスキハンター♡(ムービー).PNG,OK,3,0.109827,0.809249,0.080925,100.809,80.925,84.848,81.710,SS,Amazing Specialist,238,13.229571984435799,13.229571984435799,シルバーランカー,
23_影片みか_グラフ_セツナDrops.PNG,OK,3,0.060000,0.765000,0.175000,100.765,76.500,51.064,71.413,AA+,Fast Type,1116,62.034463590883824,62.034463590883824,オレンジランカー,
23_影片みか_グラフ_催花雨の片道切符.png,OK,3,0.089552,0.786070,0.124378,100.786,78.607,83.721,79.630,S+,All Round Player,397,22.06781545302946,22.06781545302946,ブロンズランカー,
23_影片みか_グラフ_僕のウィーク・ポイント.PNG,OK,3,0.046243,0.878613,0.075145,100.879,87.861,76.190,85.527,SSS,Amazing Specialist,67,3.7242912729294053,3.7242912729294053,プラチナランカー,
23_影片みか_グラフ_僕の気持ちを描く.png,OK,3,0.050000,0.810000,0.140000,100.810,81.000,52.632,75.326,AAA+,Amazing Specialist,782,43.468593663146194,43.468593663146194,パープルランカー,
23_影片みか_グラフ_朧.png,OK,3,0.104478,0.766169,0.129353,100.766,76.617,89.362,79.166,S+,Balanced Player,433,24.06892718176765,24.06892718176765,ブロンズランカー,
23_影片みか_グラフ_熱血☆流星忍法帖.PNG,OK,3,0.219653,0.705202,0.075145,100.705,70.520,50.980,66.612,A+,Slow Type,1434,79.71095052807115,79.71095052807115,グリーンランカー,
23_影片みか_グラフ_終わらないシンフォニア.PNG,OK,3,0.080460,0.804598,0.114943,100.805,80.460,82.353,80.838,SS,Amazing Specialist,307,17.06503613118399,17.06503613118399,シルバーランカー,
24_葵ひなた_グラフ_=EYE=.PNG,OK,3,0.040000,0.775000,0.185000,100.775,77.500,35.556,69.111,AA,Fast Type,1299,72.20678154530295,72.20678154530295,グリーンランカー,
24_葵ひなた_グラフ_BIGBANG REFLECTION!!.png,OK,3,0.119403,0.761194,0.119403,100.761,76.119,100.000,80.896,SS,Balanced Player,300,16.67593107281823,16.67593107281823,シルバーランカー,
24_葵ひなた_グラフ_Dear World(ムービー).PNG,OK,3,0.105000,0.865000,0.030000,100.865,86.500,44.444,78.089,S+,Amazing Specialist,520,28.904947192884933,28.904947192884933,ブロンズランカー,
24_葵ひなた_グラフ_Deep into you.PNG,OK,3,0.052023,0.797688,0.150289,100.798,79.769,51.429,74.101,AAA+,Fast Type,893,49.63868816008894,49.63868816008894,パープルランカー,
24_葵ひなた_グラフ_Fight Is Only Fate.png,OK,3,0.064677,0.751244,0.184080,100.751,75.124,52.000,70.500,AA+,Fast Type,1194,66.37020566981656,66.37020566981656,オレンジランカー,
24_葵ひなた_グラフ_Graceful Punishment.PNG,OK,3,0.150289,0.763006,0.086705,100.763,76.301,73.171,75.675,AAA+,All Round Player,750,41.68982768204558,41.68982768204558,パープルランカー,
24_葵ひなた_グラフ_It's k(not) lov.PNG,OK,3,0.093023,0.784884,0.122093,100.785,78.488,86.486,80.088,SS,All Round Player,362,20.122290161200667,20.122290161200667,ブロンズランカー,
24_葵ひなた_グラフ_LOUDEST BUGS.png,OK,3,0.160000,0.785000,0.055000,100.785,78.500,51.163,73.033,AAA,Slow Type,981,54.53029460811562,54.53029460811562,レッドランカー,
24_葵ひなた_グラフ_Rainbow Stairway.png,OK,3,0.175000,0.785000,0.040000,100.785,78.500,37.209,70.242,AA+,Slow Type,1208,67.14841578654807,67.14841578654807,オレンジランカー,
24_葵ひなた_グラフ_Unbalanced Triangle.PNG,OK,3,0.090000,0.795000,0.115000,100.795,79.500,87.805,81.161,SS,Balanced Player,282,15.675375208449138,15.675375208449138,シルバーランカー,
24_葵ひなた_グラフ_それは残像の消失店.png,OK,3,0.045000,0.750000,0.205000,100.750,75.000,36.000,67.200,A+,Fast Type,1403,77.98777098387994,77.98777098387994,グリーンランカー,
24_葵ひなた_グラフ_ゴーゴー・キッチン.PNG,OK,3,0.040698,0.854651,0.104651,100.855,85.465,56.000,79.572,S+,Amazing Specialist,401,22.29016120066704,22.29016120066704,ブロンズランカー,
24_葵ひなた_グラフ_サヨナラ・ヘヴン.png,OK,3,0.110000,0.800000,0.090000,100.800,80.000,90.000,82.000,SS+,Precision Master,226,12.562534741523068,12.562534741523068,シルバーランカー,
24_葵ひなた_グラフ_スキスキハンター♡(ムービー).PNG,OK,3,0.075581,0.773256,0.151163,100.773,77.326,66.667,75.194,AAA+,Fast Type,795,44.191217342968315,44.191217342968315,パープルランカー,
24_葵ひなた_グラフ_セイクリッド ルイン.PNG,OK,3,0.086705,0.815029,0.098266,100.815,81.503,93.750,83.952,SS+,Precision Master,123,6.837131739855476,6.837131739855476,プラチナランカー,
24_葵ひなた_グラフ_催花雨の片道切符.png,OK,3,0.050000,0.725000,0.225000,100.725,72.500,36.364,65.273,A,Fast Type,1508,83.82434685936632,83.82434685936632,ブルーランカー,
24_葵ひなた_グラフ_僕のウィーク・ポイント.PNG,OK,3,0.028902,0.838150,0.132948,100.838,83.815,35.714,74.195,AAA+,Amazing Specialist,887,49.305169538632576,49.305169538632576,パープルランカー,
24_葵ひなた_グラフ_僕の気持ちを描く.png,OK,3,0.050000,0.800000,0.150000,100.800,80.000,50.000,74.000,AAA+,Amazing Specialist,903,50.19455252918288,50.19455252918288,レッドランカー,
24_葵ひなた_グラフ_瞬きSign☆.PNG,OK,3,0.065327,0.804020,0.130653,100.804,80.402,66.667,77.655,S,Amazing Specialist,564,31.350750416898276,31.350750416898276,パープルランカー,
24_葵ひなた_グラフ_終わらないシンフォニア.PNG,OK,3,0.017341,0.647399,0.335260,100.647,64.740,9.836,53.759,C,Fast Type,1767,98.22123401889938,98.22123401889938,ホワイトランカー,
24C028C0-4B10-451A-BED5-BCFE0632DE65.jpeg,OK,3,0.131034,0.806897,0.062069,100.807,80.690,64.286,77.409,S,Amazing Specialist,590,32.79599777654252,32.79599777654252,パープルランカー,
25_葵ゆうた_グラフ_=EYE=.PNG,OK,3,0.020000,0.795000,0.185000,100.795,79.500,19.512,67.502,A+,Fast Type,1387,77.09838799332964,77.09838799332964,グリーンランカー,
25_葵ゆうた_グラフ_BIGBANG REFLECTION!!.png,OK,3,0.120000,0.770000,0.110000,100.770,77.000,95.652,80.730,SS,Balanced Player,313,17.398554752640354,17.398554752640354,シルバーランカー,
25_葵ゆうた_グラフ_Dear World(ムービー).PNG,OK,3,0.070000,0.870000,0.060000,100.870,87.000,92.308,88.062,SSS+,Precision Master,12,0.6670372429127293,0.6670372429127293,レインボーランカー,
25_葵ゆうた_グラフ_Fight Is Only Fate.png,OK,3,0.050000,0.785000,0.165000,100.785,78.500,46.512,72.102,AAA,Fast Type,1061,58.97720956086715,58.97720956086715,レッドランカー,
25_葵ゆうた_グラフ_Joyful×box.PNG,OK,3,0.052023,0.780347,0.167630,100.780,78.035,47.368,71.901,AA+,Fast Type,1081,60.08893829905503,60.08893829905503,オレンジランカー,
25_葵ゆうた_グラフ_Rainbow Stairway.png,OK,3,0.020000,0.715000,0.265000,100.715,71.500,14.035,60.007,BB,Fast Type,1664,92.4958310172318,92.4958310172318,ホワイトランカー,
25_葵ゆうた_グラフ_The・プリティカルパレード♪.PNG,OK,3,0.070000,0.820000,0.110000,100.820,82.000,77.778,81.156,SS,Amazing Specialist,283,15.730961645358532,15.730961645358532,シルバーランカー,
25_葵ゆうた_グラフ_Unbalanced Triangle.PNG,OK,3,0.069652,0.791045,0.139303,100.791,79.104,66.667,76.617,S,Fast Type,666,37.02056698165648,37.02056698165648,パープルランカー,
25_葵ゆうた_グラフ_きたさいたま2000.PNG,OK,3,0.052023,0.768786,0.179191,100.769,76.879,45.000,70.503,AA+,Fast Type,1192,66.25903279599777,66.25903279599777,オレンジランカー,
25_葵ゆうた_グラフ_それは残像の消失店.png,OK,3,0.060000,0.760000,0.180000,100.760,76.000,50.000,70.800,AA+,Fast Type,1169,64.98054474708171,64.98054474708171,オレンジランカー,
25_葵ゆうた_グラフ_ゴーゴー・キッチン.PNG,OK,3,0.080460,0.844828,0.074713,100.845,84.483,96.296,86.845,SSS+,Precision Master,30,1.6675931072818233,1.6675931072818233,レインボーランカー,
25_葵ゆうた_グラフ_サヨナラ・ヘヴン.png,OK,3,0.100503,0.788945,0.110553,100.789,78.894,95.238,82.163,SS+,Balanced Player,214,11.895497498610338,11.895497498610338,シルバーランカー,
25_葵ゆうた_グラフ_スキスキハンター♡(3DMV).PNG,OK,3,0.109827,0.803468,0.086705,100.803,80.347,88.235,81.925,SS,Precision Master,228,12.673707615341856,12.673707615341856,シルバーランカー,
25_葵ゆうた_グラフ_スキスキハンター♡(ムービー).PNG,OK,3,0.069767,0.784884,0.145349,100.785,78.488,64.865,75.764,AAA+,Fast Type,748,41.578654808226794,41.578654808226794,パープルランカー,
25_葵ゆうた_グラフ_セイクリッド ルイン.PNG,OK,3,0.057803,0.832370,0.109827,100.832,83.237,68.966,80.383,SS,Amazing Specialist,340,18.899388549193997,18.899388549193997,シルバーランカー,
25_葵ゆうた_グラフ_セツナDrops.PNG,OK,3,0.040000,0.745000,0.215000,100.745,74.500,31.373,65.875,A,Fast Type,1479,82.21234018899388,82.21234018899388,ブルーランカー,
25_葵ゆうた_グラフ_催花雨の片道切符.png,OK,3,0.070000,0.765000,0.165000,100.765,76.500,59.574,73.115,AAA,Fast Type,978,54.363535297387436,54.363535297387436,レッドランカー,
25_葵ゆうた_グラフ_僕のウィーク・ポイント.PNG,OK,3,0.069767,0.883721,0.046512,100.884,88.372,80.000,86.698,SSS+,Amazing Specialist,33,1.8343524180100057,1.8343524180100057,レインボーランカー,
25_葵ゆうた_グラフ_僕の気持ちを描く.png,OK,3,0.034826,0.741294,0.223881,100.741,74.129,26.923,64.688,A,Fast Type,1534,85.26959421901056,85.26959421901056,ブルーランカー,
25_葵ゆうた_グラフ_朧.png,OK,3,0.080402,0.763819,0.155779,100.764,76.382,68.085,74.723,AAA+,Fast Type,841,46.74819344080044,46.74819344080044,パープルランカー,
25_葵ゆうた_グラフ_熱血☆流星忍法帖.PNG,OK,3,0.109827,0.757225,0.132948,100.757,75.723,90.476,78.673,S+,Balanced Player,472,26.23679822123402,26.23679822123402,ブロンズランカー,
25_葵ゆうた_グラフ_瞬きSign☆.PNG,OK,3,0.100000,0.830000,0.070000,100.830,83.000,82.353,82.871,SS+,Amazing Specialist,170,9.449694274596999,9.449694274596999,ゴールドランカー,
25_葵ゆうた_グラフ_終わらないシンフォニア.PNG,OK,3,0.046243,0.728324,0.225434,100.728,72.832,34.043,65.074,A,Fast Type,1521,84.54697053918844,84.54697053918844,ブルーランカー,
266949AD-D42E-4DCA-ABAA-D2EBA2C41868.jpeg,OK,3,0.124294,0.683616,0.192090,100.684,68.362,78.571,70.404,AA+,All Round Player,1200,66.70372429127292,66.70372429127292,オレンジランカー,
26_天城燐音_グラフ_=EYE=.PNG,OK,3,0.025126,0.778894,0.195980,100.779,77.889,22.727,66.857,A+,Fast Type,1422,79.04391328515842,79.04391328515842,グリーンランカー,
26_天城燐音_グラフ_CIVIL WAR.PNG,OK,3,0.050000,0.850000,0.100000,100.850,85.000,66.667,81.333,SS,Amazing Specialist,271,15.063924402445803,15.063924402445803,シルバーランカー,
26_天城燐音_グラフ_Dear World(3DMV).PNG,OK,3,0.060000,0.880000,0.060000,100.880,88.000,100.000,90.400,SSS+,Precision Master,2,0.11117287381878821,0.11117287381878821,レインボーランカー,
26_天城燐音_グラフ_Dear World(ムービー).PNG,OK,3,0.080402,0.864322,0.055276,100.864,86.432,81.481,85.442,SSS,Amazing Specialist,71,3.9466370205669814,3.9466370205669814,プラチナランカー,
26_天城燐音_グラフ_Deep into you.PNG,OK,3,0.075145,0.832370,0.092486,100.832,83.237,89.655,84.521,SSS,Precision Master,95,5.28071150639244,5.28071150639244,プラチナランカー,
26_天城燐音_グラフ_Fight Is Only Fate.png,OK,3,0.120603,0.788945,0.090452,100.789,78.894,85.714,80.258,SS,All Round Player,349,19.399666481378546,19.399666481378546,シルバーランカー,
26_天城燐音_グラフ_FORBIDDEN RAIN.png,OK,3,0.080402,0.793970,0.125628,100.794,79.397,78.049,79.127,S+,All Round Player,435,24.180100055586436,24.180100055586436,ブロンズランカー,
26_天城燐音_グラフ_Rainbow Stairway.png,OK,3,0.019704,0.591133,0.389163,100.591,59.113,9.639,49.218,E,Fast Type,1786,99.27737632017788,99.27737632017788,ホワイトランカー,
26_天城燐音_グラフ_Stranger's Sun.PNG,OK,3,0.120000,0.700000,0.180000,100.700,70.000,80.000,72.000,AAA,All Round Player,1071,59.53307392996109,59.53307392996109,レッドランカー,
26_天城燐音_グラフ_The・プリティカルパレード♪.PNG,OK,3,0.129353,0.825871,0.044776,100.826,82.587,51.429,76.355,S,Amazing Specialist,691,38.410227904391334,38.410227904391334,パープルランカー,
26_天城燐音_グラフ_Unbalanced Triangle.PNG,OK,3,0.050000,0.795000,0.155000,100.795,79.500,48.780,73.356,AAA,Fast Type,960,53.362979433018346,53.362979433018346,レッドランカー,
26_天城燐音_グラフ_きたさいたま2000.PNG,OK,3,0.034884,0.761628,0.203488,100.762,76.163,29.268,66.784,A+,Fast Type,1425,79.2106725958866,79.2106725958866,グリーンランカー,
26_天城燐音_グラフ_それは残像の消失店.png,OK,3,0.195000,0.745000,0.060000,100.745,74.500,47.059,69.012,AA,Slow Type,1304,72.48471372984991,72.48471372984991,グリーンランカー,
26_天城燐音_グラフ_ゴーゴー・キッチン.PNG,OK,3,0.052023,0.855491,0.092486,100.855,85.549,72.000,82.839,SS+,Amazing Specialist,172,9.560867148415786,9.560867148415786,ゴールドランカー,
26_天城燐音_グラフ_サヨナラ・ヘヴン.png,OK,3,0.089552,0.771144,0.139303,100.771,77.114,78.261,77.344,S,All Round Player,598,33.24068927181767,33.24068927181767,パープルランカー,
26_天城燐音_グラフ_スキスキハンター♡(ムービー).PNG,OK,3,0.080925,0.797688,0.121387,100.798,79.769,80.000,79.815,S+,All Round Player,384,21.345191773207336,21.345191773207336,ブロンズランカー,
26_天城燐音_グラフ_セツナDrops.PNG,OK,3,0.045226,0.783920,0.170854,100.784,78.392,41.860,71.086,AA+,Fast Type,1144,63.590883824346854,63.590883824346854,オレンジランカー,
26_天城燐音_グラフ_プロローグのそのあとへ.png,OK,3,0.085427,0.793970,0.120603,100.794,79.397,82.927,80.103,SS,All Round Player,361,20.066703724291273,20.066703724291273,ブロンズランカー,
26_天城燐音_グラフ_僕の気持ちを描く.png,OK,3,0.070000,0.805000,0.125000,100.805,80.500,71.795,78.759,S+,Amazing Specialist,468,26.014452473596446,26.014452473596446,ブロンズランカー,
26_天城燐音_グラフ_朧.png,OK,3,0.105000,0.770000,0.125000,100.770,77.000,91.304,79.861,S+,Balanced Player,382,21.23401889938855,21.23401889938855,ブロンズランカー,
26_天城燐音_グラフ_熱血☆流星忍法帖.PNG,OK,3,0.069364,0.763006,0.167630,100.763,76.301,58.537,72.748,AAA,Fast Type,1010,56.14230127848805,56.14230127848805,レッドランカー,
26_天城燐音_グラフ_瞬きSign☆.PNG,OK,3,0.055000,0.840000,0.105000,100.840,84.000,68.750,80.950,SS,Amazing Specialist,295,16.39799888827126,16.39799888827126,シルバーランカー,
26_天城燐音_グラフ_終わらないシンフォニア.PNG,OK,3,0.173410,0.751445,0.075145,100.751,75.145,60.465,72.209,AAA,Slow Type,1052,58.47693162868261,58.47693162868261,レッドランカー,
26F49AD7-AA6A-4CF2-91FB-523DC5986162.jpeg,OK,3,0.087379,0.747573,0.165049,100.748,74.757,69.231,73.652,AAA,Fast Type,932,51.806559199555316,51.806559199555316,レッドランカー,
27_HiMERU_グラフ_=EYE=.PNG,OK,3,0.030000,0.740000,0.230000,100.740,74.000,23.077,63.815,BBB,Fast Type,1568,87.15953307392996,87.15953307392996,ブルーランカー,
27_HiMERU_グラフ_BIGBANG REFLECTION!!.png,OK,3,0.080000,0.740000,0.180000,100.740,74.000,61.538,71.508,AA+,Fast Type,1107,61.53418565869928,61.53418565869928,オレンジランカー,
27_HiMERU_グラフ_CIVIL WAR.PNG,OK,3,0.025000,0.840000,0.135000,100.840,84.000,31.250,73.450,AAA,Amazing Specialist,954,53.02946081156198,53.02946081156198,レッドランカー,
27_HiMERU_グラフ_Dear World(3DMV).PNG,OK,3,0.060302,0.869347,0.070352,100.869,86.935,92.308,88.009,SSS+,Precision Master,13,0.7226236798221234,0.7226236798221234,レインボーランカー,
27_HiMERU_グラフ_Dear World(ムービー).PNG,OK,3,0.095000,0.860000,0.045000,100.860,86.000,64.286,81.657,SS,Amazing Specialist,243,13.507504168982768,13.507504168982768,シルバーランカー,
27_HiMERU_グラフ_Deep into you.PNG,OK,3,0.098266,0.843931,0.057803,100.844,84.393,74.074,82.329,SS+,Amazing Specialist,203,11.284046692607005,11.284046692607005,シルバーランカー,
27_HiMERU_グラフ_Fight Is Only Fate.png,OK,3,0.055000,0.800000,0.145000,100.800,80.000,55.000,75.000,AAA+,Amazing Specialist,807,44.85825458588105,44.85825458588105,パープルランカー,
27_HiMERU_グラフ_Graceful Punishment.PNG,OK,3,0.087209,0.837209,0.075581,100.837,83.721,92.857,85.548,SSS,Precision Master,64,3.5575319622012227,3.5575319622012227,プラチナランカー,
27_HiMERU_グラフ_It's k(not) lov.PNG,OK,3,0.121387,0.757225,0.121387,100.757,75.723,100.000,80.578,SS,Balanced Player,322,17.898832684824903,17.898832684824903,シルバーランカー,
27_HiMERU_グラフ_Joyful×box.PNG,OK,3,0.034884,0.790698,0.174419,100.791,79.070,33.333,69.922,AA,Fast Type,1238,68.8160088938299,68.8160088938299,オレンジランカー,
27_HiMERU_グラフ_Rainbow Stairway.png,OK,3,0.079602,0.791045,0.129353,100.791,79.104,76.190,78.522,S+,All Round Player,485,26.959421901056142,26.959421901056142,ブロンズランカー,
27_HiMERU_グラフ_Stranger's Sun.PNG,OK,3,0.119403,0.766169,0.114428,100.766,76.617,97.872,80.868,SS,Balanced Player,303,16.842690383546415,16.842690383546415,シルバーランカー,
27_HiMERU_グラフ_The・プリティカルパレード♪.PNG,OK,3,0.045000,0.825000,0.130000,100.825,82.500,51.429,76.286,S,Amazing Specialist,695,38.63257365202891,38.63257365202891,パープルランカー,
27_HiMERU_グラフ_Unbalanced Triangle.PNG,OK,3,0.080402,0.809045,0.110553,100.809,80.905,84.211,81.566,SS,Amazing Specialist,250,13.896609227348527,13.896609227348527,シルバーランカー,
27_HiMERU_グラフ_らびゅ&ピース伝説.PNG,OK,3,0.156069,0.809249,0.034682,100.809,80.925,36.364,72.013,AAA,Amazing Specialist,1065,59.19955530850473,59.19955530850473,レッドランカー,
27_HiMERU_グラフ_ゴーゴー・キッチン.PNG,OK,3,0.052023,0.826590,0.121387,100.827,82.659,60.000,78.127,S+,Amazing Specialist,512,28.46025569760978,28.46025569760978,ブロンズランカー,
27_HiMERU_グラフ_スキスキハンター♡(ムービー).PNG,OK,3,0.104046,0.791908,0.104046,100.792,79.191,100.000,83.353,SS+,Balanced Player,147,8.171206225680933,8.171206225680933,ゴールドランカー,
27_HiMERU_グラフ_セイクリッド ルイン.PNG,OK,3,0.052023,0.803468,0.144509,100.803,80.347,52.941,74.866,AAA+,Amazing Specialist,823,45.74763757643135,45.74763757643135,パープルランカー,
27_HiMERU_グラフ_セツナDrops.PNG,OK,3,0.035000,0.785000,0.180000,100.785,78.500,32.558,69.312,AA,Fast Type,1280,71.15063924402446,71.15063924402446,グリーンランカー,
27_HiMERU_グラフ_催花雨の片道切符.png,OK,3,0.040000,0.680000,0.280000,100.680,68.000,25.000,59.400,B,Fast Type,1684,93.60755975541967,93.60755975541967,ホワイトランカー,
27_HiMERU_グラフ_僕のウィーク・ポイント.PNG,OK,3,0.081395,0.860465,0.058140,100.860,86.047,83.333,85.504,SSS,Amazing Specialist,68,3.7798777098387992,3.7798777098387992,プラチナランカー,
27_HiMERU_グラフ_僕の気持ちを描く.png,OK,3,0.040000,0.730000,0.230000,100.730,73.000,29.630,64.326,A,Fast Type,1543,85.7698721511951,85.7698721511951,ブルーランカー,
27_HiMERU_グラフ_熱血☆流星忍法帖.PNG,OK,3,0.127168,0.751445,0.121387,100.751,75.145,97.674,79.650,S+,Balanced Player,396,22.012229016120067,22.012229016120067,ブロンズランカー,
27_HiMERU_グラフ_瞬きSign☆.PNG,OK,3,0.115578,0.809045,0.075377,100.809,80.905,78.947,80.513,SS,Amazing Specialist,326,18.12117843246248,18.12117843246248,シルバーランカー,
27_HiMERU_グラフ_終わらないシンフォニア.PNG,OK,3,0.028902,0.682081,0.289017,100.682,68.208,18.182,58.203,B,Fast Type,1708,94.94163424124513,94.94163424124513,ホワイトランカー,
284753FB-8812-401A-B7F4-FC0762B1297B.png,OK,3,0.322222,0.622222,0.055556,100.622,62.222,29.412,55.660,CC,Slow Type,1747,97.1095052807115,97.1095052807115,ホワイトランカー,
28_桜河こはく_グラフ_=EYE=.PNG,OK,3,0.075377,0.778894,0.145729,100.779,77.889,68.182,75.948,AAA+,Fast Type,729,40.5225125069483,40.5225125069483,パープルランカー,
28_桜河こはく_グラフ_Ai☆$!!.png,OK,3,0.120000,0.775000,0.105000,100.775,77.500,93.333,80.667,SS,Balanced Player,315,17.509727626459142,17.509727626459142,シルバーランカー,
28_桜河こはく_グラフ_Dear World(3DMV).PNG,OK,3,0.070000,0.860000,0.070000,100.860,86.000,100.000,88.800,SSS+,Precision Master,7,0.38910505836575876,0.38910505836575876,レインボーランカー,
28_桜河こはく_グラフ_Dear World(ムービー).PNG,OK,3,0.060302,0.894472,0.045226,100.894,89.447,85.714,88.701,SSS+,Amazing Specialist,8,0.44469149527515284,0.44469149527515284,レインボーランカー,
28_桜河こはく_グラフ_Deep into you.PNG,OK,3,0.086705,0.820809,0.092486,100.821,82.081,96.774,85.020,SSS,Precision Master,81,4.502501389660923,4.502501389660923,プラチナランカー,
28_桜河こはく_グラフ_Fight Is Only Fate.png,OK,3,0.074627,0.746269,0.179104,100.746,74.627,58.824,71.466,AA+,Fast Type,1112,61.81211784324625,61.81211784324625,オレンジランカー,
28_桜河こはく_グラフ_FORBIDDEN RAIN.png,OK,3,0.104478,0.786070,0.109453,100.786,78.607,97.674,82.420,SS+,Balanced Player,197,10.95052807115064,10.95052807115064,シルバーランカー,
28_桜河こはく_グラフ_Joyful×box.PNG,OK,3,0.023256,0.761628,0.215116,100.762,76.163,19.512,64.833,A,Fast Type,1528,84.9360755975542,84.9360755975542,ブルーランカー,
28_桜河こはく_グラフ_Rainbow Stairway.png,OK,3,0.040000,0.755000,0.205000,100.755,75.500,32.653,66.931,A+,Fast Type,1415,78.65480822679267,78.65480822679267,グリーンランカー,
28_桜河こはく_グラフ_Stranger's Sun.PNG,OK,3,0.045000,0.720000,0.235000,100.720,72.000,32.143,64.029,A,Fast Type,1556,86.49249583101724,86.49249583101724,ブルーランカー,
28_桜河こはく_グラフ_The・プリティカルパレード♪.PNG,OK,3,0.070000,0.795000,0.135000,100.795,79.500,68.293,77.259,S,Fast Type,604,33.574207893274036,33.574207893274036,パープルランカー,
28_桜河こはく_グラフ_きたさいたま2000.PNG,OK,3,0.034682,0.687861,0.277457,100.688,68.786,22.222,59.473,B,Fast Type,1677,93.21845469705391,93.21845469705391,ホワイトランカー,
28_桜河こはく_グラフ_それは残像の消失店.png,OK,3,0.065000,0.730000,0.205000,100.730,73.000,48.148,68.030,AA,Fast Type,1357,75.4307948860478,75.4307948860478,グリーンランカー,
28_桜河こはく_グラフ_サヨナラ・ヘヴン.png,OK,3,0.140000,0.775000,0.085000,100.775,77.500,75.556,77.111,S,All Round Player,615,34.185658699277376,34.185658699277376,パープルランカー,
28_桜河こはく_グラフ_スキスキハンター♡(3DMV).PNG,OK,3,0.045977,0.764368,0.189655,100.764,76.437,39.024,68.954,AA,Fast Type,1306,72.5958866036687,72.5958866036687,グリーンランカー,
28_桜河こはく_グラフ_セイクリッド ルイン.PNG,OK,3,0.093023,0.825581,0.081395,100.826,82.558,93.333,84.713,SSS,Precision Master,92,5.1139521956642575,5.1139521956642575,プラチナランカー,
28_桜河こはく_グラフ_セツナDrops.PNG,OK,3,0.080402,0.768844,0.150754,100.769,76.884,69.565,75.421,AAA+,Fast Type,774,43.02390216787104,43.02390216787104,パープルランカー,
28_桜河こはく_グラフ_催花雨の片道切符.png,OK,3,0.065327,0.713568,0.221106,100.714,71.357,45.614,66.208,A+,Fast Type,1456,80.93385214007782,80.93385214007782,ブルーランカー,
28_桜河こはく_グラフ_僕の気持ちを描く.png,OK,3,0.055000,0.790000,0.155000,100.790,79.000,52.381,73.676,AAA,Fast Type,929,51.639799888827135,51.639799888827135,レッドランカー,
28_桜河こはく_グラフ_朧.png,OK,3,0.094527,0.741294,0.164179,100.741,74.129,73.077,73.919,AAA,All Round Player,910,50.583657587548636,50.583657587548636,レッドランカー,
28_桜河こはく_グラフ_瞬きSign☆.PNG,OK,3,0.080000,0.845000,0.075000,100.845,84.500,96.774,86.955,SSS+,Precision Master,29,1.6120066703724294,1.6120066703724294,レインボーランカー,
28_桜河こはく_グラフ_終わらないシンフォニア.PNG,OK,3,0.110465,0.813953,0.075581,100.814,81.395,81.250,81.366,SS,Amazing Specialist,267,14.841578654808227,14.841578654808227,シルバーランカー,
29_椎名ニキ_グラフ_=EYE=.PNG,OK,3,0.034826,0.796020,0.169154,100.796,79.602,34.146,70.511,AA+,Fast Type,1191,66.20344635908837,66.20344635908837,オレンジランカー,
29_椎名ニキ_グラフ_Ai☆$!!.png,OK,3,0.110553,0.768844,0.120603,100.769,76.884,95.652,80.638,SS,Balanced Player,317,17.620900500277934,17.620900500277934,シルバーランカー,
29_椎名ニキ_グラフ_CIVIL WAR.PNG,OK,3,0.045226,0.859296,0.095477,100.859,85.930,64.286,81.601,SS,Amazing Specialist,246,13.674263479710952,13.674263479710952,シルバーランカー,
29_椎名ニキ_グラフ_Dear World(3DMV).PNG,OK,3,0.035000,0.860000,0.105000,100.860,86.000,50.000,78.800,S+,Amazing Specialist,466,25.903279599777658,25.903279599777658,ブロンズランカー,
